Sample_name	ENA_Accession	Lane	Barcode	Primer_code	ASV_table	Tagging_primers1	Tagging_primers2	Tagging_primers3	Abbreviated_description	Long_description	custom_scripts_ID
R175L4BC54_altV4CaGI	ERS4560816	L4	BC54	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc2dpi.6	Capsicum annuum (pepper) growth curve, 2 dpi, Replicate 6	S54xaltV4CaGIxgc2dpi.6
R175L4BC55_altV4CaGI	ERS4560817	L4	BC55	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc0dpi.1	Capsicum annuum (pepper) growth curve, 0 dpi, Replicate 1	S55xaltV4CaGIxgc0dpi.1
R175L4BC56_altV4CaGI	ERS4560818	L4	BC56	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc0dpi.2	Capsicum annuum (pepper) growth curve, 0 dpi, Replicate 2	S56xaltV4CaGIxgc0dpi.2
R175L4BC57_altV4CaGI	ERS4560819	L4	BC57	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc0dpi.3	Capsicum annuum (pepper) growth curve, 0 dpi, Replicate 3	S57xaltV4CaGIxgc0dpi.3
R175L4BC58_altV4CaGI	ERS4560820	L4	BC58	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc0dpi.4	Capsicum annuum (pepper) growth curve, 0 dpi, Replicate 4	S58xaltV4CaGIxgc0dpi.4
R175L4BC59_altV4CaGI	ERS4560821	L4	BC59	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc0dpi.5	Capsicum annuum (pepper) growth curve, 0 dpi, Replicate 5	S59xaltV4CaGIxgc0dpi.5
R175L4BC60_altV4CaGI	ERS4560822	L4	BC60	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	gc0dpi.6	Capsicum annuum (pepper) growth curve, 0 dpi, Replicate 6	S60xaltV4CaGIxgc0dpi.6
R175L4BC61_altV4CaGI	ERS4560823	L4	BC61	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e4.1	Capsicum annuum (pepper) infiltration experiment, 10^4 CFU/mL, Replicate 1	S61xaltV4CaGIxin10e4.1
R175L4BC62_altV4CaGI	ERS4560824	L4	BC62	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e5.1	Capsicum annuum (pepper) infiltration experiment, 10^5 CFU/mL, Replicate 1	S62xaltV4CaGIxin10e5.1
R175L4BC63_altV4CaGI	ERS4560825	L4	BC63	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e6.1	Capsicum annuum (pepper) infiltration experiment, 10^6 CFU/mL, Replicate 1	S63xaltV4CaGIxin10e6.1
R175L4BC64_altV4CaGI	ERS4560826	L4	BC64	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e7.1	Capsicum annuum (pepper) infiltration experiment, 10^7 CFU/mL, Replicate 1	S64xaltV4CaGIxin10e7.1
R175L4BC65_altV4CaGI	ERS4560827	L4	BC65	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e8.1	Capsicum annuum (pepper) infiltration experiment, 10^8 CFU/mL, Replicate 1	S65xaltV4CaGIxin10e8.1
R175L4BC66_altV4CaGI	ERS4560828	L4	BC66	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e4.2	Capsicum annuum (pepper) infiltration experiment, 10^4 CFU/mL, Replicate 2	S66xaltV4CaGIxin10e4.2
R175L4BC67_altV4CaGI	ERS4560829	L4	BC67	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e5.2	Capsicum annuum (pepper) infiltration experiment, 10^5 CFU/mL, Replicate 2	S67xaltV4CaGIxin10e5.2
R175L4BC68_altV4CaGI	ERS4560830	L4	BC68	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e6.2	Capsicum annuum (pepper) infiltration experiment, 10^6 CFU/mL, Replicate 2	S68xaltV4CaGIxin10e6.2
R175L4BC69_altV4CaGI	ERS4560831	L4	BC69	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e7.2	Capsicum annuum (pepper) infiltration experiment, 10^7 CFU/mL, Replicate 2	S69xaltV4CaGIxin10e7.2
R175L4BC70_altV4CaGI	ERS4560832	L4	BC70	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e8.2	Capsicum annuum (pepper) infiltration experiment, 10^8 CFU/mL, Replicate 2	S70xaltV4CaGIxin10e8.2
R175L4BC71_altV4CaGI	ERS4560833	L4	BC71	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e4.3	Capsicum annuum (pepper) infiltration experiment, 10^4 CFU/mL, Replicate 3	S71xaltV4CaGIxin10e4.3
R175L4BC72_altV4CaGI	ERS4560834	L4	BC72	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e5.3	Capsicum annuum (pepper) infiltration experiment, 10^5 CFU/mL, Replicate 3	S72xaltV4CaGIxin10e5.3
R175L4BC73_altV4CaGI	ERS4560835	L4	BC73	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e6.3	Capsicum annuum (pepper) infiltration experiment, 10^6 CFU/mL, Replicate 3	S73xaltV4CaGIxin10e6.3
R175L4BC74_altV4CaGI	ERS4560836	L4	BC74	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e7.3	Capsicum annuum (pepper) infiltration experiment, 10^7 CFU/mL, Replicate 3	S74xaltV4CaGIxin10e7.3
R175L4BC75_altV4CaGI	ERS4560837	L4	BC75	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e8.3	Capsicum annuum (pepper) infiltration experiment, 10^8 CFU/mL, Replicate 3	S75xaltV4CaGIxin10e8.3
R175L4BC76_altV4CaGI	ERS4560838	L4	BC76	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e4.4	Capsicum annuum (pepper) infiltration experiment, 10^4 CFU/mL, Replicate 4	S76xaltV4CaGIxin10e4.4
R175L4BC77_altV4CaGI	ERS4560839	L4	BC77	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e5.4	Capsicum annuum (pepper) infiltration experiment, 10^5 CFU/mL, Replicate 4	S77xaltV4CaGIxin10e5.4
R175L4BC78_altV4CaGI	ERS4560840	L4	BC78	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e6.4	Capsicum annuum (pepper) infiltration experiment, 10^6 CFU/mL, Replicate 4	S78xaltV4CaGIxin10e6.4
R175L4BC79_altV4CaGI	ERS4560841	L4	BC79	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e7.4	Capsicum annuum (pepper) infiltration experiment, 10^7 CFU/mL, Replicate 4	S79xaltV4CaGIxin10e7.4
R175L4BC80_altV4CaGI	ERS4560842	L4	BC80	altV4CaGI	R175L4_zOtutab	515_F3_G-46694; 799_R1_G-46601	Ca.GI_F1_G-46626; Ca.GI_R1_G-46627	NA	in10e8.4	Capsicum annuum (pepper) infiltration experiment, 10^8 CFU/mL, Replicate 4	S80xaltV4CaGIxin10e8.4
R175L4BC25_V4GI502actin	ERS4560843	L4	BC25	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_0D7C.1	0 parts Hpa-infected Col-0 and 7 parts uninfected Col-0, Replicate 1	S25xV4GI502actinxHPA_0D7C
R175L4BC26_V4GI502actin	ERS4560844	L4	BC26	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_1D6C.1	1 part Hpa-infected Col-0 and 6 parts uninfected Col-0, Replicate 1	S26xV4GI502actinxHPA_1D6C
R175L4BC27_V4GI502actin	ERS4560845	L4	BC27	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_2D5C.1	2 parts Hpa-infected Col-0 and 5 parts uninfected Col-0, Replicate 1	S27xV4GI502actinxHPA_2D5C
R175L4BC28_V4GI502actin	ERS4560846	L4	BC28	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_3D4C.1	3 parts Hpa-infected Col-0 and 4 parts uninfected Col-0, Replicate 1	S28xV4GI502actinxHPA_3D4C
R175L4BC29_V4GI502actin	ERS4560847	L4	BC29	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_4D3C.1	4 parts Hpa-infected Col-0 and 3 parts uninfected Col-0, Replicate 1	S29xV4GI502actinxHPA_4D3C
R175L4BC30_V4GI502actin	ERS4560848	L4	BC30	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_5D2C.1	5 parts Hpa-infected Col-0 and 2 parts uninfected Col-0, Replicate 1	S30xV4GI502actinxHPA_5D2C
R175L4BC31_V4GI502actin	ERS4560849	L4	BC31	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_6D1C.1	6 parts Hpa-infected Col-0 and 1 part uninfected Col-0, Replicate 1	S31xV4GI502actinxHPA_6D1C
R175L4BC32_V4GI502actin	ERS4560850	L4	BC32	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_7D0C.1	7 parts Hpa-infected Col-0 and 0 parts uninfected Col-0, Replicate 1	S32xV4GI502actinxHPA_7D0C
R175L4BC33_V4GI502actin	ERS4560851	L4	BC33	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_0D7C.2	0 parts Hpa-infected Col-0 and 7 parts uninfected Col-0, Replicate 2	S33xV4GI502actinxHPA_0D7C
R175L4BC34_V4GI502actin	ERS4560852	L4	BC34	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_1D6C.2	1 part Hpa-infected Col-0 and 6 parts uninfected Col-0, Replicate 2	S34xV4GI502actinxHPA_1D6C
R175L4BC35_V4GI502actin	ERS4560853	L4	BC35	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_2D5C.2	2 parts Hpa-infected Col-0 and 5 parts uninfected Col-0, Replicate 2	S35xV4GI502actinxHPA_2D5C
R175L4BC36_V4GI502actin	ERS4560854	L4	BC36	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_3D4C.2	3 parts Hpa-infected Col-0 and 4 parts uninfected Col-0, Replicate 2	S36xV4GI502actinxHPA_3D4C
R175L4BC37_V4GI502actin	ERS4560855	L4	BC37	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_4D3C.2	4 parts Hpa-infected Col-0 and 3 parts uninfected Col-0, Replicate 2	S37xV4GI502actinxHPA_4D3C
R175L4BC38_V4GI502actin	ERS4560856	L4	BC38	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_5D2C.2	5 parts Hpa-infected Col-0 and 2 parts uninfected Col-0, Replicate 2	S38xV4GI502actinxHPA_5D2C
R175L4BC39_V4GI502actin	ERS4560857	L4	BC39	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_6D1C.2	6 parts Hpa-infected Col-0 and 1 part uninfected Col-0, Replicate 2	S39xV4GI502actinxHPA_6D1C
R175L4BC40_V4GI502actin	ERS4560858	L4	BC40	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_7D0C.2	7 parts Hpa-infected Col-0 and 0 parts uninfected Col-0, Replicate 2	S40xV4GI502actinxHPA_7D0C
R175L4BC41_V4GI502actin	ERS4560859	L4	BC41	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_0D7C.3	0 parts Hpa-infected Col-0 and 7 parts uninfected Col-0, Replicate 3	S41xV4GI502actinxHPA_0D7C
R175L4BC42_V4GI502actin	ERS4560860	L4	BC42	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_1D6C.3	1 part Hpa-infected Col-0 and 6 parts uninfected Col-0, Replicate 3	S42xV4GI502actinxHPA_1D6C
R175L4BC43_V4GI502actin	ERS4560861	L4	BC43	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_2D5C.3	2 parts Hpa-infected Col-0 and 5 parts uninfected Col-0, Replicate 3	S43xV4GI502actinxHPA_2D5C
R175L4BC44_V4GI502actin	ERS4560862	L4	BC44	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_3D4C.3	3 parts Hpa-infected Col-0 and 4 parts uninfected Col-0, Replicate 3	S44xV4GI502actinxHPA_3D4C
R175L4BC45_V4GI502actin	ERS4560863	L4	BC45	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_4D3C.3	4 parts Hpa-infected Col-0 and 3 parts uninfected Col-0, Replicate 3	S45xV4GI502actinxHPA_4D3C
R175L4BC46_V4GI502actin	ERS4560864	L4	BC46	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_5D2C.3	5 parts Hpa-infected Col-0 and 2 parts uninfected Col-0, Replicate 3	S46xV4GI502actinxHPA_5D2C
R175L4BC47_V4GI502actin	ERS4560865	L4	BC47	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_6D1C.3	6 parts Hpa-infected Col-0 and 1 part uninfected Col-0, Replicate 3	S47xV4GI502actinxHPA_6D1C
R175L4BC48_V4GI502actin	ERS4560866	L4	BC48	V4GI502actin	R175L4_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	HpaTit_7D0C.3	7 parts Hpa-infected Col-0 and 0 parts uninfected Col-0, Replicate 3	S48xV4GI502actinxHPA_7D0C
R175L4BC49_V5V6V7csq1	ERS4560867	L4	BC49	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_0M7E.1	0 parts mixed diet P. pacificus and 7 parts E.coli diet P. pacificus, Replicate 1	S49xV5V6V7csq1xWorm_0D7C
R175L4BC50_V5V6V7csq1	ERS4560868	L4	BC50	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_1M6E.1	1 part mixed diet P. pacificus and 6 parts E.coli diet P. pacificus, Replicate 1	S50xV5V6V7csq1xWorm_1D6C
R175L4BC51_V5V6V7csq1	ERS4560869	L4	BC51	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_2M5E.1	2 parts mixed diet P. pacificus and 5 parts E.coli diet P. pacificus, Replicate 1	S51xV5V6V7csq1xWorm_2D5C
R175L4BC52_V5V6V7csq1	ERS4560870	L4	BC52	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_3M4E.1	3 parts mixed diet P. pacificus and 4 parts E.coli diet P. pacificus, Replicate 1	S52xV5V6V7csq1xWorm_3D4C
R175L4BC53_V5V6V7csq1	ERS4560871	L4	BC53	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_4M3E.1	4 parts mixed diet P. pacificus and 3 parts E.coli diet P. pacificus, Replicate 1	S53xV5V6V7csq1xWorm_4D3C
R175L4BC54_V5V6V7csq1	ERS4560872	L4	BC54	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_5M2E.1	5 parts mixed diet P. pacificus and 2 parts E.coli diet P. pacificus, Replicate 1	S54xV5V6V7csq1xWorm_5D2C
R175L4BC55_V5V6V7csq1	ERS4560873	L4	BC55	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_6M1E.1	6 parts mixed diet P. pacificus and 1 part E.coli diet P. pacificus, Replicate 1	S55xV5V6V7csq1xWorm_6D1C
R175L4BC56_V5V6V7csq1	ERS4560874	L4	BC56	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_7M0E.1	7 parts mixed diet P. pacificus and 0 parts E.coli diet P. pacificus, Replicate 1	S56xV5V6V7csq1xWorm_7D0C
R175L4BC57_V5V6V7csq1	ERS4560875	L4	BC57	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_0M7E.2	0 parts mixed diet P. pacificus and 7 parts E.coli diet P. pacificus, Replicate 2	S57xV5V6V7csq1xWorm_0D7C
R175L4BC58_V5V6V7csq1	ERS4560876	L4	BC58	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_1M6E.2	1 part mixed diet P. pacificus and 6 parts E.coli diet P. pacificus, Replicate 2	S58xV5V6V7csq1xWorm_1D6C
R175L4BC59_V5V6V7csq1	ERS4560877	L4	BC59	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_2M5E.2	2 parts mixed diet P. pacificus and 5 parts E.coli diet P. pacificus, Replicate 2	S59xV5V6V7csq1xWorm_2D5C
R175L4BC60_V5V6V7csq1	ERS4560878	L4	BC60	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_3M4E.2	3 parts mixed diet P. pacificus and 4 parts E.coli diet P. pacificus, Replicate 2	S60xV5V6V7csq1xWorm_3D4C
R175L4BC61_V5V6V7csq1	ERS4560879	L4	BC61	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_4M3E.2	4 parts mixed diet P. pacificus and 3 parts E.coli diet P. pacificus, Replicate 2	S61xV5V6V7csq1xWorm_4D3C
R175L4BC62_V5V6V7csq1	ERS4560880	L4	BC62	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_5M2E.2	5 parts mixed diet P. pacificus and 2 parts E.coli diet P. pacificus, Replicate 2	S62xV5V6V7csq1xWorm_5D2C
R175L4BC63_V5V6V7csq1	ERS4560881	L4	BC63	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_6M1E.2	6 parts mixed diet P. pacificus and 1 part E.coli diet P. pacificus, Replicate 2	S63xV5V6V7csq1xWorm_6D1C
R175L4BC64_V5V6V7csq1	ERS4560882	L4	BC64	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_7M0E.2	7 parts mixed diet P. pacificus and 0 parts E.coli diet P. pacificus, Replicate 2	S64xV5V6V7csq1xWorm_7D0C
R175L4BC65_V5V6V7csq1	ERS4560883	L4	BC65	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_0M7E.3	0 parts mixed diet P. pacificus and 7 parts E.coli diet P. pacificus, Replicate 3	S65xV5V6V7csq1xWorm_0D7C
R175L4BC66_V5V6V7csq1	ERS4560884	L4	BC66	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_1M6E.3	1 part mixed diet P. pacificus and 6 parts E.coli diet P. pacificus, Replicate 3	S66xV5V6V7csq1xWorm_1D6C
R175L4BC67_V5V6V7csq1	ERS4560885	L4	BC67	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_2M5E.3	2 parts mixed diet P. pacificus and 5 parts E.coli diet P. pacificus, Replicate 3	S67xV5V6V7csq1xWorm_2D5C
R175L4BC68_V5V6V7csq1	ERS4560886	L4	BC68	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_3M4E.3	3 parts mixed diet P. pacificus and 4 parts E.coli diet P. pacificus, Replicate 3	S68xV5V6V7csq1xWorm_3D4C
R175L4BC69_V5V6V7csq1	ERS4560887	L4	BC69	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_4M3E.3	4 parts mixed diet P. pacificus and 3 parts E.coli diet P. pacificus, Replicate 3	S69xV5V6V7csq1xWorm_4D3C
R175L4BC70_V5V6V7csq1	ERS4560888	L4	BC70	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_5M2E.3	5 parts mixed diet P. pacificus and 2 parts E.coli diet P. pacificus, Replicate 3	S70xV5V6V7csq1xWorm_5D2C
R175L4BC71_V5V6V7csq1	ERS4560889	L4	BC71	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_6M1E.3	6 parts mixed diet P. pacificus and 1 part E.coli diet P. pacificus, Replicate 3	S71xV5V6V7csq1xWorm_6D1C
R175L4BC72_V5V6V7csq1	ERS4560890	L4	BC72	V5V6V7csq1	R175L4_zOtutab	799_F1_G-46628; 1193_R1_G-46629	Pp.csq-1_F1_G-46691; Pp.csq-1_R1_G-46692	NA	PpTit_7M0E.3	7 parts mixed diet P. pacificus and 0 parts E.coli diet P. pacificus, Replicate 3	S72xV5V6V7csq1xWorm_7D0C
